fam;a1;a2;a3;a4;a5;a6;a7;a8;a9;a10;a11;a12;a13;a14;a15;a16;a17;a18;a19;a20;a21;a22;a23;a24;a25;a26;a27;a28;a29;a30;a31;a32;a33;a34;a35;a36;a37;a38;a39;teacher
id-868;0,4;0,6;0,2;0,33;-0,2;-0,78;-0,5;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-873;0;0,4;0,36;0,33;-0,3;-0,11;-0,5;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3
id-877;0,4;0,6;-0,05;0,2;-0,35;-0,78;-1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3
id-879;0,4;0,6;0,64;0,29;-0,25;-0,33;-0,5;1;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3
id-881;0,4;0,4;0,02;0,16;-0,25;-0,78;-0,5;0;1;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3
id-885;0,4;0,4;0,3;0,2;-0,35;-1;-1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-899;0,4;0,4;0,02;0,11;-0,23;-1;-1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-908;0,2;0,6;0,55;0,29;-0,3;-0,56;-0,5;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3
id-912;0,4;0,6;0,74;0,38;-0,1;-0,78;-1;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-913;0,2;0,6;0,25;0,51;-0,15;-0,78;-1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-915;0,4;0,6;0,38;0,2;-0,25;-0,56;-1;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-948;0,2;0,6;0,7;0,2;-0,25;-0,56;-1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-949;0,2;0,4;0,51;0,29;-0,15;-0,33;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-962;0,4;0,6;0,1;0,16;-0,33;-1;-1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-968;0;0,2;0,65;0,29;-0,2;-0,78;-1;1;1;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-970;0,4;0,4;0,1;0,2;-0,35;-1;-1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-971;0,4;0,4;0,09;0,11;-0,28;-1;-1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-977;0,2;0,4;0,1;0,2;-0,3;-1;-1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-978;0,4;0,6;0,45;0,42;-0,1;-0,78;-0,5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-990;0,2;0,6;0,38;0,29;-0,18;-1;-1;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3
id-992;0,4;0,4;0,45;0,29;-0,25;-1;-1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-997;-0,8;0;0,8;0,33;-0,23;0,56;0,5;0;1;1;0;1;0;0;1;0;1;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3
id-998;0,6;0,6;0,39;0,24;-0,25;-1;-1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1002;0,4;0,4;0,5;0,38;-0,25;-1;-1;1;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1010;-0,2;0,6;0,62;0,29;-0,25;-1;-1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1018;0;0,4;0,63;0,24;-0,08;-1;-1;0;1;1;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1027;0,4;0,4;0,29;0,29;-0,25;-1;-1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1039;0,4;0,6;0,47;0,33;-0,25;-1;-1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1040;-0,4;0,2;0,53;0,29;-0,3;-1;-1;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1042;0,4;0,6;0,45;0,38;-0,2;-1;-1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1051;0,4;0,4;0,25;0,11;-0,25;-0,33;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1055;0,6;0,6;0,5;0,29;-0,3;-0,78;-0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1059;-0,2;0,4;0,03;0,11;-0,3;-0,78;-1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1071;0,2;0,2;0,35;0,16;-0,3;-0,56;-1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3
id-1079;0,6;0,6;0,45;0,16;-0,3;-0,11;0,5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3
id-1082;0;0,2;0,49;0,29;-0,25;-0,56;-0,5;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3
id-1085;0,4;0,4;0,21;0,16;-0,35;-1;-1;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3
id-1087;-0,2;0,4;0,43;0,33;-0,15;-1;-1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1092;0,6;0,8;0,5;0,29;-0,15;-1;-1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1099;0,4;0,4;0,51;0,33;-0,5;-1;-1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1100;0,4;0,4;0,14;0,24;-0,3;-0,78;-1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1101;0,4;0,4;0,35;0,24;-0,3;-1;-1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1103;0,2;0,2;0,06;0,11;-0,3;-0,56;-0,5;0;1;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1105;0,2;0,4;0,5;0,38;-0,15;-1;-1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3
id-1120;0,2;0,4;-0,1;0,02;-0,35;-1;-1;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1126;0,8;0,8;0,4;0,33;-0,2;-0,33;-0,5;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;3
id-1137;0,4;0,6;0,35;0,24;-0,08;-0,11;-0,5;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1140;0,2;0,4;0,2;0,2;-0,2;-1;-1;1;1;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1144;0,4;0,4;0,09;0,16;-0,25;-1;-1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3
id-1148;-0,4;-0,4;0,5;0,33;-0,25;-1;-1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1150;0,6;0,6;0,35;0,33;-0,35;-0,78;-1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1158;0,2;0,4;0,34;0,16;-0,3;-0,11;-0,5;1;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1161;0,4;0,4;0,25;0,16;-0,35;-0,56;-1;0;0;1;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1169;0,4;0,4;0,35;0,24;-0,25;-1;-1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1175;0,6;0,8;0,23;0,11;-0,25;-0,78;-0,5;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1196;-0,8;-0,6;0,53;0,29;-0,2;0,11;0,5;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1197;0,4;0,8;0,35;0,16;-0,25;-0,56;-0,5;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3
id-1198;0,2;0,4;0,35;0,24;-0,3;-1;-1;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1200;0,4;0,6;0,42;0,2;-0,3;-1;-1;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3
id-1223;0,2;0,4;0,4;0,33;-0,2;-1;-1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1227;0,4;0,6;0,41;0,24;-0,23;0,33;0,5;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3
id-1238;0,2;0,2;0,25;0,24;-0,25;-1;-1;1;1;1;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1251;0,4;0,6;0,27;0,11;-0,2;-0,33;-1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1256;0;0,4;0,7;0,29;-0,2;-1;-1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1260;0,4;0,6;0,45;0,38;-0,2;-1;-1;1;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3
id-1266;0,6;0,6;0,02;0,16;-0,35;-1;-1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1269;0,8;1;0,66;0,6;-0,2;-1;-1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1270;-0,6;0;0,37;0,16;-0,2;-0,78;-0,5;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1271;0,6;0,6;0,46;0,24;-0,2;-0,33;-0,5;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3
id-1276;0,2;0,4;0,75;0,47;-0,15;-0,56;-0,5;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3
id-1285;0,4;0,4;0,15;0,2;-0,35;-1;-1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1288;0,4;0,4;0,63;0,29;-0,3;-0,78;-0,5;0;0;1;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1291;0,4;0,4;0,14;0,2;-0,18;-1;-1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1292;0,4;0,4;0,5;0,29;-0,35;-1;-1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1298;0,6;0,6;0,3;0,29;-0,25;-0,78;-1;1;0;1;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1300;-0,2;0,2;0,4;0,33;-0,2;-0,78;-0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1302;-0,2;0,4;0,4;0,11;-0,2;-0,78;-1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1312;0,4;0,6;0,29;0,24;-0,3;-1;-1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1320;0,2;0,6;0,5;0,33;-0,25;-0,56;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1326;0;0,2;0,2;0,11;-0,3;-1;-1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1331;-1;0;0,03;0,11;-0,25;-0,78;-1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1334;0,2;0,6;0,46;0,29;-0,1;-1;-1;1;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1337;-0,8;-0,6;0,05;0,33;-0,3;-1;-1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1343;0,4;0,6;0;0,24;-0,4;-0,78;-1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1351;-0,4;-0,2;0,16;0,11;-0,3;-0,78;-1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1352;0,4;0,4;0,3;0,24;-0,2;-0,11;-0,5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1371;-0,2;0,4;0,38;0,16;-0,3;-1;-1;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1373;0,2;0,4;0,52;0,24;-0,2;-0,78;-1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1380;0,6;0,6;0,58;0,29;-0,25;-0,33;-0,5;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1384;-0,8;0;0,08;0,16;-0,28;-1;-1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;3
id-1392;0,6;0,6;0,39;0,2;-0,25;-0,33;-0,5;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1393;0,6;0,6;0,1;0,11;-0,35;-0,78;-0,5;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1396;0,4;0,4;-0,09;0,07;-0,32;-1;-1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1398;0,2;0,2;0,53;0,38;0,05;-0,78;-0,5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1401;0,6;0,6;0,48;0,24;-0,15;-0,78;-0,5;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1408;0,4;0,4;0,7;0,51;-0,1;-0,11;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1411;0,6;0,6;0,9;0,33;-0,2;-0,56;-1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1421;0,6;0,8;0,35;0,2;-0,2;-0,78;-1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1434;0,6;0,6;0,19;0,2;-0,35;-1;-1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1435;0,2;0,2;0,52;0,2;-0,2;-1;-1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1437;0,4;0,4;0,58;0,29;-0,2;-1;-1;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1441;0,8;0,8;0,28;0,16;0,65;-1;-1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1443;-0,2;0,2;0,38;0,33;-0,15;-1;-1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1444;0,8;0,8;0,35;0,47;-0,25;-1;-1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1452;0;0,2;0,09;0,24;-0,23;-0,78;-1;1;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1454;0,6;0,6;0,1;0,2;-0,35;-1;-1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1455;0,6;0,6;0,28;0,29;-0,33;-1;-1;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1457;0,6;0,6;0,22;0,16;-0,25;-1;-1;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1460;-0,4;-0,4;0,4;0,33;-0,25;-1;-1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3
id-1462;0,4;0,4;0,02;0,16;-0,4;-1;-1;1;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3
id-1464;0,6;0,6;0;0,11;-0,3;-1;-1;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3
id-1468;0,6;0,6;0,42;0,2;-0,25;-0,78;-1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1470;0,6;0,6;0,03;0,2;-0,35;-1;-1;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1474;0;0,6;0,25;0,11;-0,35;-1;-1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1491;0,4;0,6;0,4;0,33;-0,2;-1;-1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1493;0,2;0,4;0,13;0,24;-0,25;-0,33;-0,5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1511;-0,2;0,2;0,75;0,6;-0,1;-0,33;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3
id-1520;0,6;0,8;0,21;0,16;-0,25;-0,33;-0,5;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1524;0,6;0,8;0,05;0,2;-0,25;-0,78;-0,5;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1530;0;0,4;0,35;0,56;-0,25;-1;-1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1536;-0,2;0,4;0,08;0,11;-0,3;-0,56;-1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1538;0,4;0,6;0,38;0,2;-0,3;-1;-1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3
id-1543;-0,2;0,2;0,03;0,16;-0,2;-0,78;-1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1546;0,6;0,6;0,29;0,2;-0,25;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1552;0,2;0,6;0,58;0,33;-0,2;0,33;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1563;0,4;0,6;0,8;0,38;-0,3;-0,78;-0,5;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1567;0,6;0,8;0,4;0,24;-0,15;-1;-1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1574;-0,8;0,4;0,18;0,11;-0,25;-0,78;-1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3
id-1575;0,4;0,4;0,03;0,16;-0,35;-1;-1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1585;0,2;0,2;0,33;0,24;-0,25;-0,56;-0,5;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;3
id-1587;0,6;0,6;0,11;0,42;0;0,33;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1590;0,6;0,6;-0,05;0,11;-0,4;-0,78;-1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1592;0,2;0,4;0,38;-0,47;-0,3;-1;-1;0;0;1;0;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3
id-1603;0,6;0,6;0,18;0,11;-0,3;-1;-1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1608;-0,4;0;0,3;0,24;-0,3;-1;-1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1612;0,2;0,6;0,5;0,2;-0,25;-0,78;-0,5;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3
id-1613;-0,6;-0,4;0,05;0,11;-0,3;-1;-1;1;0;1;0;1;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
id-1622;0,4;0,4;0,47;0,29;-0,3;-0,78;-1;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3
id-1632;0,6;0,8;0,17;0,16;-0,35;-0,78;-1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
